,Type,Process_Size,TDP,Die_Size,Transistors,Freq,Vendor,ProcessSize,TransistorSize,DieSize
310,CPU,90.0,89.0,220.0,154.0,2200,AMD,Compact(),Approaching Subatomic(),Considerable Useable Space
311,CPU,65.0,86.0,81.0,188.0,3200,Intel,Compact(),Approaching Subatomic(),Least Useable Space
312,CPU,45.0,65.0,117.0,410.0,3200,AMD,Highly Compact(),Approaching Subatomic(),Some Usable Space
313,CPU,90.0,84.0,109.0,125.0,3060,Intel,Compact(),Infinitesimal(),Least Useable Space
314,CPU,130.0,82.0,193.0,106.0,1400,AMD,Slightly Compact(),Infinitesimal(),Considerable Useable Space
315,CPU,65.0,65.0,126.0,154.0,2400,AMD,Compact(),Approaching Subatomic(),Some Usable Space
316,CPU,130.0,30.0,131.0,55.0,1600,Intel,Slightly Compact(),Infinitesimal(),Some Usable Space
317,CPU,90.0,27.0,84.0,140.0,2260,Intel,Compact(),Approaching Subatomic(),Least Useable Space
318,CPU,32.0,100.0,228.0,1178.0,2900,AMD,Extremely Compact(),Microminiature(),Most Useable Space
319,CPU,32.0,35.0,131.0,504.0,2100,Intel,Extremely Compact(),Microminiature(),Some Usable Space
320,CPU,130.0,30.0,193.0,106.0,1400,AMD,Slightly Compact(),Infinitesimal(),Considerable Useable Space
321,CPU,32.0,65.0,315.0,1200.0,2600,AMD,Extremely Compact(),Microscopic(),Most Useable Space
322,CPU,32.0,35.0,81.0,384.0,2800,Intel,Extremely Compact(),Approaching Subatomic(),Least Useable Space
323,CPU,22.0,80.0,160.0,1400.0,1800,Intel,Extremely Compact(),Microscopic(),Some Usable Space
324,CPU,32.0,65.0,131.0,504.0,2800,Intel,Extremely Compact(),Microminiature(),Some Usable Space
325,CPU,32.0,80.0,216.0,1160.0,3200,Intel,Extremely Compact(),Microminiature(),Considerable Useable Space
326,CPU,65.0,65.0,77.0,105.0,1800,Intel,Compact(),Infinitesimal(),Least Useable Space
327,CPU,32.0,17.0,131.0,504.0,1600,Intel,Extremely Compact(),Microminiature(),Some Usable Space
328,CPU,45.0,95.0,169.0,300.0,3000,AMD,Highly Compact(),Approaching Subatomic(),Considerable Useable Space
329,CPU,45.0,125.0,346.0,904.0,2800,AMD,Highly Compact(),Microminiature(),Most Useable Space
330,CPU,14.0,65.0,192.0,4800.0,3200,AMD,Extremely Compact(),Microscopic(),Considerable Useable Space
331,CPU,130.0,45.0,101.0,63.0,2200,AMD,Slightly Compact(),Infinitesimal(),Least Useable Space
332,CPU,130.0,62.0,101.0,63.0,1833,AMD,Slightly Compact(),Infinitesimal(),Least Useable Space
333,CPU,32.0,95.0,315.0,1200.0,3200,AMD,Extremely Compact(),Microscopic(),Most Useable Space
334,CPU,65.0,45.0,126.0,154.0,2600,AMD,Compact(),Approaching Subatomic(),Some Usable Space
335,CPU,22.0,88.0,177.0,1400.0,3500,Intel,Extremely Compact(),Microscopic(),Considerable Useable Space
336,CPU,22.0,47.0,264.0,1400.0,1600,Intel,Extremely Compact(),Microscopic(),Most Useable Space
337,CPU,14.0,170.0,213.0,4800.0,2200,AMD,Extremely Compact(),Microscopic(),Considerable Useable Space
338,CPU,14.0,180.0,213.0,4800.0,2000,AMD,Extremely Compact(),Microscopic(),Considerable Useable Space
339,CPU,22.0,84.0,177.0,1400.0,3100,Intel,Extremely Compact(),Microscopic(),Considerable Useable Space
340,CPU,22.0,54.0,177.0,1400.0,3500,Intel,Extremely Compact(),Microscopic(),Considerable Useable Space
341,CPU,32.0,130.0,513.0,2600.0,2276,Intel,Extremely Compact(),Microscopic(),Most Useable Space
342,CPU,65.0,79.0,285.0,463.0,2000,AMD,Compact(),Microminiature(),Most Useable Space
343,CPU,130.0,89.0,217.0,55.0,3066,Intel,Slightly Compact(),Infinitesimal(),Considerable Useable Space
344,CPU,90.0,62.0,84.0,63.0,1800,AMD,Compact(),Infinitesimal(),Least Useable Space
345,CPU,90.0,62.0,103.0,81.0,1800,AMD,Compact(),Infinitesimal(),Least Useable Space
346,CPU,130.0,82.0,193.0,106.0,2000,AMD,Slightly Compact(),Infinitesimal(),Considerable Useable Space
347,CPU,14.0,35.0,148.0,4800.0,3500,AMD,Extremely Compact(),Microscopic(),Some Usable Space
348,CPU,65.0,95.0,285.0,450.0,2500,AMD,Compact(),Microminiature(),Most Useable Space
349,CPU,130.0,62.0,80.0,37.0,1500,AMD,Slightly Compact(),Infinitesimal(),Least Useable Space
350,CPU,180.0,69.0,217.0,42.0,1900,Intel,Slightly Compact(),Infinitesimal(),Considerable Useable Space
351,CPU,65.0,95.0,285.0,450.0,2300,AMD,Compact(),Microminiature(),Most Useable Space
352,CPU,130.0,51.0,80.0,37.0,1533,AMD,Slightly Compact(),Infinitesimal(),Least Useable Space
353,CPU,32.0,35.0,131.0,504.0,2500,Intel,Extremely Compact(),Microminiature(),Some Usable Space
354,CPU,130.0,68.0,101.0,63.0,1833,AMD,Slightly Compact(),Infinitesimal(),Least Useable Space
355,CPU,32.0,35.0,81.0,384.0,2000,Intel,Extremely Compact(),Approaching Subatomic(),Least Useable Space
356,CPU,32.0,73.0,81.0,382.0,2266,Intel,Extremely Compact(),Approaching Subatomic(),Least Useable Space
357,CPU,90.0,27.0,84.0,140.0,2000,Intel,Compact(),Approaching Subatomic(),Least Useable Space
358,CPU,32.0,45.0,315.0,1200.0,2800,AMD,Extremely Compact(),Microscopic(),Most Useable Space
359,CPU,90.0,67.0,83.0,69.0,2000,AMD,Compact(),Infinitesimal(),Least Useable Space
360,CPU,90.0,135.0,213.0,200.0,2800,Intel,Compact(),Approaching Subatomic(),Considerable Useable Space
361,CPU,32.0,35.0,246.0,1178.0,2100,AMD,Extremely Compact(),Microminiature(),Most Useable Space
362,CPU,130.0,35.0,131.0,55.0,2500,Intel,Slightly Compact(),Infinitesimal(),Some Usable Space
363,CPU,7.0,225.0,74.0,3800.0,2900,AMD,Extremely Compact(),Microscopic(),Least Useable Space
364,CPU,90.0,62.0,183.0,154.0,1800,AMD,Compact(),Approaching Subatomic(),Considerable Useable Space
365,CPU,130.0,32.0,131.0,55.0,1900,Intel,Slightly Compact(),Infinitesimal(),Some Usable Space
366,CPU,65.0,65.0,126.0,154.0,1900,AMD,Compact(),Approaching Subatomic(),Some Usable Space
367,CPU,7.0,180.0,74.0,3800.0,2800,AMD,Extremely Compact(),Microscopic(),Least Useable Space
368,CPU,45.0,95.0,296.0,774.0,3066,Intel,Highly Compact(),Microminiature(),Most Useable Space
369,CPU,45.0,35.0,107.0,410.0,2300,Intel,Highly Compact(),Approaching Subatomic(),Least Useable Space
370,CPU,32.0,73.0,81.0,382.0,3200,Intel,Extremely Compact(),Approaching Subatomic(),Least Useable Space
371,CPU,130.0,85.0,193.0,106.0,1800,AMD,Slightly Compact(),Infinitesimal(),Considerable Useable Space
372,CPU,90.0,115.0,109.0,125.0,2800,Intel,Compact(),Infinitesimal(),Least Useable Space
373,CPU,7.0,280.0,74.0,3800.0,2600,AMD,Extremely Compact(),Microscopic(),Least Useable Space
374,CPU,45.0,80.0,258.0,758.0,3000,AMD,Highly Compact(),Microminiature(),Most Useable Space
375,CPU,90.0,45.0,3.0,154.0,2200,AMD,Compact(),Approaching Subatomic(),Least Useable Space
376,CPU,130.0,89.0,193.0,106.0,2200,AMD,Slightly Compact(),Infinitesimal(),Considerable Useable Space
377,CPU,32.0,35.0,149.0,624.0,2200,Intel,Extremely Compact(),Microminiature(),Some Usable Space
378,CPU,22.0,84.0,177.0,1400.0,3400,Intel,Extremely Compact(),Microscopic(),Considerable Useable Space
379,CPU,45.0,95.0,169.0,300.0,3200,AMD,Highly Compact(),Approaching Subatomic(),Considerable Useable Space
380,CPU,32.0,95.0,216.0,1160.0,3200,Intel,Extremely Compact(),Microminiature(),Considerable Useable Space
381,CPU,90.0,125.0,235.0,227.0,3200,AMD,Compact(),Approaching Subatomic(),Most Useable Space
382,CPU,22.0,115.0,160.0,1400.0,2500,Intel,Extremely Compact(),Microscopic(),Some Usable Space
383,CPU,65.0,95.0,285.0,450.0,2800,AMD,Compact(),Microminiature(),Most Useable Space
384,CPU,90.0,62.0,84.0,63.0,1600,AMD,Compact(),Infinitesimal(),Least Useable Space
385,CPU,7.0,200.0,74.0,3800.0,2000,AMD,Extremely Compact(),Microscopic(),Least Useable Space
386,CPU,45.0,65.0,104.0,410.0,3000,Intel,Highly Compact(),Approaching Subatomic(),Least Useable Space
387,CPU,45.0,60.0,263.0,731.0,2133,Intel,Highly Compact(),Microminiature(),Most Useable Space
388,CPU,130.0,89.0,193.0,106.0,2200,AMD,Slightly Compact(),Infinitesimal(),Considerable Useable Space
389,CPU,22.0,35.0,177.0,1400.0,3000,Intel,Extremely Compact(),Microscopic(),Considerable Useable Space
390,CPU,32.0,95.0,315.0,1200.0,2800,AMD,Extremely Compact(),Microscopic(),Most Useable Space
391,CPU,14.0,180.0,213.0,9600.0,3200,AMD,Extremely Compact(),Microscopic(),Considerable Useable Space
392,CPU,130.0,82.0,193.0,106.0,1800,AMD,Slightly Compact(),Infinitesimal(),Considerable Useable Space
393,CPU,130.0,82.0,193.0,106.0,1800,AMD,Slightly Compact(),Infinitesimal(),Considerable Useable Space
394,CPU,45.0,2.0,26.0,47.0,2133,Intel,Highly Compact(),Infinitesimal(),Least Useable Space
395,CPU,32.0,65.0,131.0,504.0,2800,Intel,Extremely Compact(),Microminiature(),Some Usable Space
396,CPU,45.0,95.0,258.0,758.0,2800,AMD,Highly Compact(),Microminiature(),Most Useable Space
397,CPU,32.0,35.0,315.0,1200.0,2200,AMD,Extremely Compact(),Microscopic(),Most Useable Space
398,CPU,32.0,65.0,131.0,504.0,2400,Intel,Extremely Compact(),Microminiature(),Some Usable Space
399,CPU,14.0,65.0,192.0,4800.0,3500,AMD,Extremely Compact(),Microscopic(),Considerable Useable Space
400,CPU,45.0,95.0,346.0,904.0,2900,AMD,Highly Compact(),Microminiature(),Most Useable Space
401,CPU,45.0,65.0,82.0,228.0,2500,Intel,Highly Compact(),Approaching Subatomic(),Least Useable Space
402,CPU,130.0,89.0,193.0,106.0,2400,AMD,Slightly Compact(),Infinitesimal(),Considerable Useable Space
403,CPU,65.0,65.0,285.0,450.0,1800,AMD,Compact(),Microminiature(),Most Useable Space
404,CPU,90.0,27.0,84.0,140.0,2130,Intel,Compact(),Approaching Subatomic(),Least Useable Space
405,CPU,45.0,95.0,82.0,456.0,2333,Intel,Highly Compact(),Microminiature(),Least Useable Space
406,CPU,90.0,67.0,84.0,69.0,2000,AMD,Compact(),Infinitesimal(),Least Useable Space
407,CPU,45.0,65.0,258.0,758.0,2600,AMD,Highly Compact(),Microminiature(),Most Useable Space
408,CPU,45.0,10.0,66.0,123.0,1834,Intel,Highly Compact(),Infinitesimal(),Least Useable Space
409,CPU,65.0,31.0,90.0,151.0,1826,Intel,Compact(),Approaching Subatomic(),Least Useable Space
410,CPU,130.0,26.0,131.0,55.0,1500,Intel,Slightly Compact(),Infinitesimal(),Some Usable Space
411,CPU,130.0,89.0,217.0,55.0,2660,Intel,Slightly Compact(),Infinitesimal(),Considerable Useable Space
412,CPU,90.0,73.0,109.0,125.0,2530,Intel,Compact(),Infinitesimal(),Least Useable Space
413,CPU,65.0,65.0,77.0,105.0,2000,Intel,Compact(),Infinitesimal(),Least Useable Space
414,CPU,32.0,45.0,228.0,1178.0,1800,AMD,Extremely Compact(),Microminiature(),Most Useable Space
415,CPU,45.0,95.0,258.0,758.0,3000,AMD,Highly Compact(),Microminiature(),Most Useable Space
416,CPU,45.0,2.0,26.0,47.0,2000,Intel,Highly Compact(),Infinitesimal(),Least Useable Space
417,CPU,45.0,95.0,169.0,300.0,2600,AMD,Highly Compact(),Approaching Subatomic(),Considerable Useable Space
418,CPU,14.0,180.0,213.0,9600.0,3400,AMD,Extremely Compact(),Microscopic(),Considerable Useable Space
419,CPU,22.0,80.0,160.0,1400.0,2200,Intel,Extremely Compact(),Microscopic(),Some Usable Space
420,CPU,32.0,35.0,246.0,1178.0,2900,AMD,Extremely Compact(),Microminiature(),Most Useable Space
421,CPU,65.0,95.0,285.0,450.0,2200,AMD,Compact(),Microminiature(),Most Useable Space
422,CPU,45.0,65.0,82.0,228.0,2533,Intel,Highly Compact(),Approaching Subatomic(),Least Useable Space
423,CPU,90.0,88.0,112.0,125.0,3467,Intel,Compact(),Infinitesimal(),Some Usable Space
424,CPU,32.0,130.0,435.0,2270.0,2400,Intel,Extremely Compact(),Microscopic(),Most Useable Space
425,CPU,45.0,65.0,82.0,228.0,2700,Intel,Highly Compact(),Approaching Subatomic(),Least Useable Space
426,CPU,32.0,20.0,131.0,504.0,2200,Intel,Extremely Compact(),Microminiature(),Some Usable Space
427,CPU,45.0,80.0,258.0,758.0,3400,AMD,Highly Compact(),Microminiature(),Most Useable Space
428,CPU,90.0,35.0,125.0,114.0,1800,AMD,Compact(),Infinitesimal(),Some Usable Space
429,CPU,65.0,15.0,90.0,151.0,1666,Intel,Compact(),Approaching Subatomic(),Least Useable Space
430,CPU,90.0,84.0,109.0,125.0,2930,Intel,Compact(),Infinitesimal(),Least Useable Space
431,CPU,180.0,55.0,217.0,42.0,1400,Intel,Slightly Compact(),Infinitesimal(),Considerable Useable Space
432,CPU,32.0,65.0,131.0,504.0,3000,Intel,Extremely Compact(),Microminiature(),Some Usable Space
433,CPU,90.0,135.0,135.0,155.0,3000,Intel,Compact(),Approaching Subatomic(),Some Usable Space
434,CPU,130.0,89.0,193.0,105.0,2400,AMD,Slightly Compact(),Infinitesimal(),Considerable Useable Space
435,CPU,32.0,15.0,246.0,1178.0,1650,AMD,Extremely Compact(),Microminiature(),Most Useable Space
436,CPU,65.0,25.0,77.0,122.0,2000,AMD,Compact(),Infinitesimal(),Least Useable Space
437,CPU,130.0,68.0,101.0,63.0,1917,AMD,Slightly Compact(),Infinitesimal(),Least Useable Space
438,CPU,22.0,69.0,160.0,1400.0,3500,Intel,Extremely Compact(),Microscopic(),Some Usable Space
439,CPU,130.0,50.0,80.0,37.0,1467,AMD,Slightly Compact(),Infinitesimal(),Least Useable Space
440,CPU,130.0,89.0,193.0,106.0,2400,AMD,Slightly Compact(),Infinitesimal(),Considerable Useable Space
441,CPU,45.0,95.0,107.0,820.0,2666,Intel,Highly Compact(),Microminiature(),Least Useable Space
442,CPU,22.0,77.0,160.0,1400.0,3400,Intel,Extremely Compact(),Microscopic(),Some Usable Space
443,CPU,90.0,67.0,83.0,69.0,2200,AMD,Compact(),Infinitesimal(),Least Useable Space
444,CPU,90.0,135.0,135.0,155.0,3200,Intel,Compact(),Approaching Subatomic(),Some Usable Space
445,CPU,65.0,86.0,81.0,188.0,3400,Intel,Compact(),Approaching Subatomic(),Least Useable Space
446,CPU,45.0,4.0,26.0,47.0,1600,Intel,Highly Compact(),Infinitesimal(),Least Useable Space
447,CPU,45.0,25.0,117.0,410.0,1600,AMD,Highly Compact(),Approaching Subatomic(),Some Usable Space
448,CPU,90.0,84.0,109.0,125.0,2660,Intel,Compact(),Infinitesimal(),Least Useable Space
449,CPU,90.0,84.0,109.0,125.0,2800,Intel,Compact(),Infinitesimal(),Least Useable Space
450,CPU,14.0,180.0,213.0,9600.0,3500,AMD,Extremely Compact(),Microscopic(),Considerable Useable Space
451,CPU,32.0,80.0,216.0,1160.0,3300,Intel,Extremely Compact(),Microminiature(),Considerable Useable Space
452,CPU,130.0,24.0,100.0,77.0,1400,Intel,Slightly Compact(),Infinitesimal(),Least Useable Space
453,CPU,32.0,80.0,239.0,1170.0,2533,Intel,Extremely Compact(),Microminiature(),Most Useable Space
454,CPU,32.0,17.0,149.0,624.0,1700,Intel,Extremely Compact(),Microminiature(),Some Usable Space
455,CPU,22.0,12.0,118.0,1400.0,1400,Intel,Extremely Compact(),Microscopic(),Some Usable Space
456,CPU,32.0,35.0,131.0,504.0,2200,Intel,Extremely Compact(),Microminiature(),Some Usable Space
457,CPU,28.0,65.0,246.0,1178.0,3500,AMD,Extremely Compact(),Microminiature(),Most Useable Space
458,CPU,90.0,25.0,125.0,114.0,1800,AMD,Compact(),Infinitesimal(),Some Usable Space
459,CPU,65.0,45.0,77.0,122.0,2400,AMD,Compact(),Infinitesimal(),Least Useable Space
460,CPU,32.0,45.0,216.0,1160.0,2200,Intel,Extremely Compact(),Microminiature(),Considerable Useable Space
461,CPU,130.0,82.0,193.0,106.0,1400,AMD,Slightly Compact(),Infinitesimal(),Considerable Useable Space
462,CPU,7.0,200.0,74.0,3800.0,2200,AMD,Extremely Compact(),Microscopic(),Least Useable Space
463,CPU,90.0,84.0,109.0,125.0,2800,Intel,Compact(),Infinitesimal(),Least Useable Space
464,CPU,90.0,67.0,84.0,69.0,2200,AMD,Compact(),Infinitesimal(),Least Useable Space
465,CPU,130.0,62.0,193.0,106.0,1800,AMD,Slightly Compact(),Infinitesimal(),Considerable Useable Space
466,CPU,65.0,95.0,285.0,450.0,2500,AMD,Compact(),Microminiature(),Most Useable Space
467,CPU,130.0,30.0,131.0,55.0,1700,Intel,Slightly Compact(),Infinitesimal(),Some Usable Space
468,CPU,90.0,35.0,103.0,81.0,1800,AMD,Compact(),Infinitesimal(),Least Useable Space
469,CPU,45.0,65.0,117.0,410.0,3400,AMD,Highly Compact(),Approaching Subatomic(),Some Usable Space
470,CPU,45.0,13.0,66.0,176.0,1834,Intel,Highly Compact(),Approaching Subatomic(),Least Useable Space
471,CPU,7.0,200.0,74.0,3800.0,2000,AMD,Extremely Compact(),Microscopic(),Least Useable Space
472,CPU,22.0,35.0,177.0,1400.0,2600,Intel,Extremely Compact(),Microscopic(),Considerable Useable Space
473,CPU,22.0,130.0,257.0,1860.0,3400,Intel,Extremely Compact(),Microscopic(),Most Useable Space
474,CPU,130.0,45.0,101.0,63.0,1800,AMD,Slightly Compact(),Infinitesimal(),Least Useable Space
475,CPU,130.0,89.0,193.0,106.0,2000,AMD,Slightly Compact(),Infinitesimal(),Considerable Useable Space
476,CPU,45.0,80.0,263.0,731.0,2266,Intel,Highly Compact(),Microminiature(),Most Useable Space
477,CPU,90.0,35.0,125.0,114.0,2400,AMD,Compact(),Infinitesimal(),Some Usable Space
478,CPU,14.0,65.0,192.0,4800.0,3200,AMD,Extremely Compact(),Microscopic(),Considerable Useable Space
479,CPU,22.0,54.0,177.0,1400.0,2800,Intel,Extremely Compact(),Microscopic(),Considerable Useable Space
480,CPU,22.0,47.0,264.0,1400.0,2400,Intel,Extremely Compact(),Microscopic(),Most Useable Space
481,CPU,90.0,125.0,235.0,227.0,2800,AMD,Compact(),Approaching Subatomic(),Most Useable Space
482,CPU,45.0,3.0,65.0,140.0,1500,Intel,Highly Compact(),Approaching Subatomic(),Least Useable Space
483,CPU,32.0,35.0,149.0,624.0,2100,Intel,Extremely Compact(),Microminiature(),Some Usable Space
484,CPU,90.0,110.0,156.0,154.0,2400,AMD,Compact(),Approaching Subatomic(),Some Usable Space
485,CPU,32.0,73.0,81.0,382.0,3333,Intel,Extremely Compact(),Approaching Subatomic(),Least Useable Space
486,CPU,32.0,35.0,228.0,1178.0,1800,AMD,Extremely Compact(),Microminiature(),Most Useable Space
487,CPU,32.0,95.0,315.0,1200.0,3300,AMD,Extremely Compact(),Microscopic(),Most Useable Space
488,CPU,130.0,60.0,80.0,37.0,1667,AMD,Slightly Compact(),Infinitesimal(),Least Useable Space
489,CPU,65.0,65.0,77.0,105.0,1600,Intel,Compact(),Infinitesimal(),Least Useable Space
490,CPU,32.0,65.0,131.0,504.0,3100,Intel,Extremely Compact(),Microminiature(),Some Usable Space
491,CPU,130.0,62.0,80.0,37.0,1667,AMD,Slightly Compact(),Infinitesimal(),Least Useable Space
492,CPU,32.0,35.0,131.0,504.0,1800,Intel,Extremely Compact(),Microminiature(),Some Usable Space
493,CPU,22.0,15.0,118.0,1400.0,1400,Intel,Extremely Compact(),Microscopic(),Some Usable Space
494,CPU,32.0,40.0,239.0,1170.0,1866,Intel,Extremely Compact(),Microminiature(),Most Useable Space
495,CPU,90.0,62.0,183.0,154.0,2000,AMD,Compact(),Approaching Subatomic(),Considerable Useable Space
496,CPU,12.0,250.0,213.0,19200.0,3000,AMD,Extremely Compact(),Microscopic(),Considerable Useable Space
497,CPU,28.0,15.0,124.0,1200.0,3000,AMD,Extremely Compact(),Microscopic(),Some Usable Space
498,CPU,130.0,82.0,193.0,106.0,2400,AMD,Slightly Compact(),Infinitesimal(),Considerable Useable Space
499,CPU,90.0,84.0,109.0,125.0,2800,Intel,Compact(),Infinitesimal(),Least Useable Space
500,CPU,45.0,65.0,258.0,758.0,2400,AMD,Highly Compact(),Microminiature(),Most Useable Space
501,CPU,22.0,130.0,160.0,1400.0,3500,Intel,Extremely Compact(),Microscopic(),Some Usable Space
502,CPU,45.0,140.0,258.0,758.0,3400,AMD,Highly Compact(),Microminiature(),Most Useable Space
503,CPU,14.0,180.0,213.0,9600.0,3200,AMD,Extremely Compact(),Microscopic(),Considerable Useable Space
504,CPU,45.0,45.0,169.0,300.0,2300,AMD,Highly Compact(),Approaching Subatomic(),Considerable Useable Space
505,CPU,12.0,15.0,210.0,4940.0,2300,AMD,Extremely Compact(),Microscopic(),Considerable Useable Space
506,CPU,180.0,72.0,120.0,37.0,1400,AMD,Slightly Compact(),Infinitesimal(),Some Usable Space
507,CPU,45.0,125.0,258.0,758.0,3400,AMD,Highly Compact(),Microminiature(),Most Useable Space
508,CPU,65.0,65.0,118.0,221.0,2000,AMD,Compact(),Approaching Subatomic(),Some Usable Space
509,CPU,130.0,55.0,193.0,106.0,2000,AMD,Slightly Compact(),Infinitesimal(),Considerable Useable Space
510,CPU,7.0,25.0,156.0,9800.0,1800,AMD,Extremely Compact(),Microscopic(),Some Usable Space
511,CPU,45.0,80.0,258.0,758.0,3500,AMD,Highly Compact(),Microminiature(),Most Useable Space
512,CPU,130.0,82.0,193.0,106.0,1600,AMD,Slightly Compact(),Infinitesimal(),Considerable Useable Space
513,CPU,32.0,25.0,246.0,1178.0,1700,AMD,Extremely Compact(),Microminiature(),Most Useable Space
514,CPU,130.0,89.0,193.0,69.0,1800,AMD,Slightly Compact(),Infinitesimal(),Considerable Useable Space
515,CPU,90.0,67.0,83.0,69.0,2200,AMD,Compact(),Infinitesimal(),Least Useable Space
516,CPU,90.0,89.0,220.0,154.0,2800,AMD,Compact(),Approaching Subatomic(),Considerable Useable Space
517,CPU,32.0,65.0,228.0,1178.0,2100,AMD,Extremely Compact(),Microminiature(),Most Useable Space
518,CPU,32.0,15.0,246.0,1178.0,1500,AMD,Extremely Compact(),Microminiature(),Most Useable Space
519,CPU,45.0,95.0,258.0,758.0,2500,AMD,Highly Compact(),Microminiature(),Most Useable Space
520,CPU,32.0,35.0,81.0,382.0,2534,Intel,Extremely Compact(),Approaching Subatomic(),Least Useable Space
521,CPU,14.0,35.0,192.0,4800.0,3200,AMD,Extremely Compact(),Microscopic(),Considerable Useable Space
522,CPU,32.0,115.0,315.0,2400.0,2400,AMD,Extremely Compact(),Microscopic(),Most Useable Space
523,CPU,130.0,30.0,193.0,106.0,1400,AMD,Slightly Compact(),Infinitesimal(),Considerable Useable Space
524,CPU,45.0,2.0,26.0,47.0,1867,Intel,Highly Compact(),Infinitesimal(),Least Useable Space
525,CPU,7.0,180.0,74.0,3800.0,2500,AMD,Extremely Compact(),Microscopic(),Least Useable Space
526,CPU,45.0,80.0,263.0,731.0,2266,Intel,Highly Compact(),Microminiature(),Most Useable Space
527,CPU,90.0,84.0,109.0,125.0,3060,Intel,Compact(),Infinitesimal(),Least Useable Space
528,CPU,130.0,89.0,193.0,106.0,2200,AMD,Slightly Compact(),Infinitesimal(),Considerable Useable Space
529,CPU,45.0,65.0,117.0,410.0,2900,AMD,Highly Compact(),Approaching Subatomic(),Some Usable Space
530,CPU,45.0,95.0,169.0,300.0,3200,AMD,Highly Compact(),Approaching Subatomic(),Considerable Useable Space
531,CPU,65.0,95.0,435.0,1328.0,2500,Intel,Compact(),Microscopic(),Most Useable Space
532,CPU,32.0,35.0,149.0,624.0,2400,Intel,Extremely Compact(),Microminiature(),Some Usable Space
533,CPU,32.0,85.0,316.0,2400.0,1600,AMD,Extremely Compact(),Microscopic(),Most Useable Space
534,CPU,28.0,65.0,246.0,1178.0,3100,AMD,Extremely Compact(),Microminiature(),Most Useable Space
535,CPU,22.0,150.0,160.0,1400.0,2300,Intel,Extremely Compact(),Microscopic(),Some Usable Space
536,CPU,14.0,170.0,213.0,4800.0,2100,AMD,Extremely Compact(),Microscopic(),Considerable Useable Space
537,CPU,90.0,84.0,109.0,125.0,2933,Intel,Compact(),Infinitesimal(),Least Useable Space
538,CPU,130.0,82.0,193.0,106.0,1800,AMD,Slightly Compact(),Infinitesimal(),Considerable Useable Space
539,CPU,65.0,65.0,285.0,450.0,1800,AMD,Compact(),Microminiature(),Most Useable Space
540,CPU,22.0,95.0,160.0,1400.0,2500,Intel,Extremely Compact(),Microscopic(),Some Usable Space
541,CPU,90.0,59.0,1.0,154.0,2400,AMD,Compact(),Approaching Subatomic(),Least Useable Space
542,CPU,7.0,240.0,74.0,3800.0,3200,AMD,Extremely Compact(),Microscopic(),Least Useable Space
543,CPU,28.0,65.0,246.0,1178.0,3500,AMD,Extremely Compact(),Microminiature(),Most Useable Space
544,CPU,14.0,65.0,192.0,4800.0,3000,AMD,Extremely Compact(),Microscopic(),Considerable Useable Space
545,CPU,32.0,17.0,246.0,1178.0,2000,AMD,Extremely Compact(),Microminiature(),Most Useable Space
546,CPU,45.0,65.0,82.0,228.0,3067,Intel,Highly Compact(),Approaching Subatomic(),Least Useable Space
547,CPU,90.0,45.0,3.0,154.0,2400,AMD,Compact(),Approaching Subatomic(),Least Useable Space
548,CPU,22.0,37.0,118.0,1400.0,2000,Intel,Extremely Compact(),Microscopic(),Some Usable Space
549,CPU,130.0,51.0,80.0,37.0,1533,AMD,Slightly Compact(),Infinitesimal(),Least Useable Space
550,CPU,22.0,47.0,264.0,1400.0,2800,Intel,Extremely Compact(),Microscopic(),Most Useable Space
551,CPU,45.0,95.0,82.0,456.0,2500,Intel,Highly Compact(),Microminiature(),Least Useable Space
552,CPU,45.0,65.0,82.0,228.0,2933,Intel,Highly Compact(),Approaching Subatomic(),Least Useable Space
553,CPU,90.0,88.0,112.0,125.0,3067,Intel,Compact(),Infinitesimal(),Some Usable Space
554,CPU,45.0,65.0,107.0,410.0,2833,Intel,Highly Compact(),Approaching Subatomic(),Least Useable Space
555,CPU,130.0,68.0,80.0,37.0,2083,AMD,Slightly Compact(),Infinitesimal(),Least Useable Space
556,CPU,45.0,95.0,258.0,758.0,3200,AMD,Highly Compact(),Microminiature(),Most Useable Space
557,CPU,130.0,68.0,101.0,63.0,2083,AMD,Slightly Compact(),Infinitesimal(),Least Useable Space
558,CPU,130.0,89.0,193.0,105.0,2400,AMD,Slightly Compact(),Infinitesimal(),Considerable Useable Space
559,CPU,45.0,95.0,169.0,300.0,3300,AMD,Highly Compact(),Approaching Subatomic(),Considerable Useable Space
560,CPU,130.0,89.0,193.0,106.0,2200,AMD,Slightly Compact(),Infinitesimal(),Considerable Useable Space
561,CPU,7.0,155.0,74.0,3800.0,2200,AMD,Extremely Compact(),Microscopic(),Least Useable Space
562,CPU,45.0,130.0,263.0,731.0,3066,Intel,Highly Compact(),Microminiature(),Most Useable Space
563,CPU,32.0,35.0,81.0,382.0,2400,Intel,Extremely Compact(),Approaching Subatomic(),Least Useable Space
564,CPU,90.0,84.0,109.0,125.0,2800,Intel,Compact(),Infinitesimal(),Least Useable Space
565,CPU,45.0,80.0,258.0,758.0,3200,AMD,Highly Compact(),Microminiature(),Most Useable Space
566,CPU,90.0,27.0,84.0,140.0,1730,Intel,Compact(),Approaching Subatomic(),Least Useable Space
567,CPU,65.0,95.0,285.0,450.0,2500,AMD,Compact(),Microminiature(),Most Useable Space
